siteID,year,season,longitude,latitude,pH,conductance,simpson,richness,shannon,evenness,mean_canopy,summed_landuse
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BIGC,2018,Fall,-119.257549,37.059719,7.261140421,245.9915514,0.9115895974870334,43,3.12560041922017,0.831011465244468,77.65,0
BLDE,2018,Fall,-110.58715,44.95011,8.023960972,111.7682142,0.9081763366285389,50,3.1198200130080416,0.7974953134680243,35.98166666666667,0
BLDE,2018,Fall,-110.58715,44.95011,8.023960972,111.7682142,0.9081763366285389,50,3.1198200130080416,0.7974953134680243,35.98166666666667,0
